co_fat_cidadao_pec,no_cidadao,dt_registro_nascimento,ds_sexo,nu_cns,nu_cpf_cidadao,nu_telefone_celular,st_faleceu,dt_ultima_atualizacao_cidadao,st_diabetes_diagnosticada,st_hipertensao_diagnosticada,nu_ine,no_equipe,data_ultimo_atend_individual,equipe_ine_atendimento,equipe_nome_atendimento,nu_atend_ubs_ultimos_12_meses,data_transmissao
700123,BELTRANA ALBUQUERQUE DOS FURTADO,1984-06-07,FEMININO,762683218811664,26163492995,(16) 97951-4826,0,2024-12-06 14:45:00,1,1,0001234573,ESF 7,2024-04-20,0001234573,ESF 7,0,2026-08-01
700124,BELTRANA NOGUEIRA MESQUITA,1987-05-08,FEMININO,894875056541588,40389599531,(12) 94742-8113,0,2025-02-10 08:45:00,0,1,0001234569,ESF 3,2026-04-16,0001234569,ESF 3,1,2026-08-01
700125,FULANA VASCONCELOS NOVAES,1977-08-10,FEMININO,870339518559053,30616689692,(18) 95255-3003,0,2025-12-23 11:50:00,0,1,0001234569,ESF 3,2021-11-23,0001234569,ESF 3,0,2026-08-01
700126,BELTRANO ALBUQUERQUE ORNELAS,1967-11-17,MASCULINO,839921150884054,27855378155,(14) 99132-5763,0,2026-07-01 10:15:00,0,1,0001234573,ESF 7,2025-08-08,0001234573,ESF 7,2,2026-08-01
700127,FULANA BANDEIRA DA FONTOURA,1966-02-07,FEMININO,779442389854459,63719227856,(17) 98044-4437,0,2025-02-07 09:40:00,0,1,0001234568,ESF 2,2026-06-01,0001234568,ESF 2,1,2026-08-01
700128,FULANA BITTENCOURT ZAMBONI,1966-10-27,FEMININO,769868012254825,47220433612,(19) 99107-5676,0,2025-06-21 16:15:00,0,1,0001234570,ESF 4,2026-05-22,0001234570,ESF 4,3,2026-08-01
700129,FULANO DOS PORTELA,1957-04-29,MASCULINO,814203526337765,28361434799,(13) 92912-7114,0,2024-09-23 16:10:00,0,1,0001234573,ESF 7,2026-07-09,0001234573,ESF 7,3,2026-08-01
700130,SICRANO SALGADO DE DELGADO,1960-02-16,MASCULINO,848169699319283,04290673725,(14) 91679-2058,0,2025-01-31 15:00:00,0,1,0001234573,ESF 7,2025-06-17,0001234573,ESF 7,0,2026-08-01
700131,CICRANO MESQUITA,1979-12-08,MASCULINO,791141575373908,72015199218,(17) 98173-7999,0,2026-05-29 12:00:00,0,1,0001234568,ESF 2,2025-05-09,0001234568,ESF 2,0,2026-08-01
700132,FULANO DOS DANTAS,1966-09-27,MASCULINO,791462540336075,13037887801,(11) 95280-1302,0,2025-09-14 14:45:00,0,1,0001234569,ESF 3,2026-04-12,0001234569,ESF 3,8,2026-08-01
700133,BELTRANO DOS TEIXEIRA,1942-08-05,MASCULINO,771843668786605,17574996955,(11) 98359-4990,0,2026-02-12 12:40:00,0,1,0001234570,ESF 4,2026-03-14,0001234570,ESF 4,4,2026-08-01
700134,SICRANA DELGADO DA ZAMBONI,1960-04-01,FEMININO,890765390010919,42122731363,(16) 97453-7207,0,2025-08-07 12:00:00,1,1,0001234568,ESF 2,2026-05-03,0001234568,ESF 2,1,2026-08-01
700135,BELTRANA HUNGRIA VASCONCELOS,1983-06-12,FEMININO,740411523019084,13147266924,(12) 97777-6639,0,2024-10-28 12:10:00,1,1,0001234568,ESF 2,2025-11-26,0001234568,ESF 2,3,2026-08-01
700136,BELTRANO MARINHO DOS NOGUEIRA,1982-04-30,MASCULINO,806992268273252,42990860585,(16) 98595-5170,0,2026-02-04 10:00:00,0,1,0001234568,ESF 2,2026-05-08,0001234568,ESF 2,5,2026-08-01
700137,CICRANO CARVALHO GALVAO,1983-11-03,MASCULINO,752159698212084,69363124208,(18) 94758-6842,0,2025-07-18 10:15:00,0,1,0001234568,ESF 2,2024-01-21,0001234568,ESF 2,0,2026-08-01
700138,CICRANA QUINTELA BITTENCOURT,1988-05-17,FEMININO,876175753829263,32492737757,(14) 97376-3436,0,2025-03-22 12:45:00,0,1,0001234572,ESF 5,2026-07-22,0001234572,ESF 5,2,2026-08-01
700139,BELTRANA FURTADO,1945-10-03,FEMININO,775680767175956,90665961635,(15) 94829-2617,0,2025-07-28 12:20:00,1,1,0001234568,ESF 2,2024-05-08,0001234568,ESF 2,0,2026-08-01
700140,BELTRANA FURTADO,1955-06-12,FEMININO,854805762176825,54104382486,(16) 99877-9684,0,2025-08-25 08:40:00,1,1,0001234572,ESF 5,2026-02-27,0001234572,ESF 5,3,2026-08-01
700141,,1942-10-23,MASCULINO,793358539660200,19432931201,(18) 96132-3026,0,2024-09-29 16:15:00,0,1,0001234573,ESF 7,2026-02-18,0001234573,ESF 7,4,2026-08-01
700142,FULANA LOUREIRO,1958-07-31,FEMININO,782237239605316,48348899121,(12) 91778-6071,0,2025-11-20 10:50:00,0,1,0001234570,ESF 4,2026-03-29,0001234570,ESF 4,3,2026-08-01
700143,XXX,1952-02-06,FEMININO,727465580260257,27466904549,(16) 94088-2319,0,2025-06-14 15:30:00,0,1,0001234571,ESF 5,2024-05-26,0001234571,ESF 5,0,2026-08-01
700144,SICRANA DA LOUREIRO,1945-11-24,FEMININO,869585589088048,31402853107,(16) 94736-2093,0,2024-09-11 08:15:00,1,1,0001234570,ESF 4,2021-07-22,0001234570,ESF 4,0,2026-08-01
700145,SICRANO LACERDA DOS ESCOBAR,1977-07-21,MASCULINO,768983731051750,53245740906,(18) 98786-6073,0,2025-01-16 12:50:00,0,1,0001234572,ESF 5,2026-07-26,0001234572,ESF 5,2,2026-08-01
700146,,1958-08-16,MASCULINO,853351473229692,80356980368,(12) 99397-8698,0,2026-06-02 11:10:00,1,1,0001234573,ESF 7,2026-07-06,0001234573,ESF 7,2,2026-08-01
700147,FULANA MARINHO DOS QUEIROZ,1962-06-30,FEMININO,782457137965999,92497012921,(12) 99198-1428,0,2025-12-18 13:10:00,1,1,0001234570,ESF 4,2026-03-11,0001234570,ESF 4,2,2026-08-01
700148,CICRANO SALGADO,1963-11-27,MASCULINO,851633161801382,37642242159,(12) 93633-1746,0,2025-09-22 15:50:00,0,1,0001234570,ESF 4,2026-01-22,0001234570,ESF 4,2,2026-08-01
700149,BELTRANA ORNELAS QUINTELA,1978-07-04,FEMININO,839543137888961,34273001960,(11) 94340-1028,0,2026-03-21 13:20:00,0,1,0001234567,ESF  1 ,2026-05-09,0001234567,ESF  1 ,9,2026-08-01
700150,SICRANA JARDIM BANDEIRA,1959-10-01,FEMININO,764368517641871,39994633687,(17) 94721-9600,0,2025-04-26 10:20:00,0,1,0001234568,ESF 2,2026-07-09,0001234568,ESF 2,2,2026-08-01
700151,FULANA QUEIROZ DOS ZAMBONI,1956-08-16,FEMININO,853092516055990,64068362867,(14) 95570-6164,0,2025-06-12 13:00:00,0,1,0001234573,ESF 7,2026-02-12,0001234573,ESF 7,2,2026-08-01
700152,FULANO QUINTELA ZAMBONI,1963-07-28,MASCULINO,794697540510774,93686280338,(15) 97886-5507,0,2025-09-08 12:00:00,1,1,0001234567,ESF  1 ,2026-05-21,0001234567,ESF  1 ,2,2026-08-01
700153,CICRANA QUEIROZ MESQUITA,1960-11-09,FEMININO,853812789887910,97062118100,(13) 91973-7339,0,2025-05-05 10:30:00,0,1,0001234573,ESF 7,2026-02-25,0001234573,ESF 7,2,2026-08-01
700154,FULANO CORDEIRO,1985-12-07,MASCULINO,843294195734053,94398710672,(14) 93840-3788,0,2025-09-17 11:15:00,0,1,0001234570,ESF 4,2025-04-21,0001234570,ESF 4,0,2026-08-01
700155,FULANA QUEIROZ DOS PORTELA,1955-02-24,FEMININO,872300433742973,16849063261,(18) 94504-4016,0,2024-12-18 11:10:00,0,1,0001234570,ESF 4,2026-07-11,0001234570,ESF 4,6,2026-08-01
700156,SICRANO LACERDA NOVAES,1944-11-28,MASCULINO,746844627593513,41362246302,(16) 97569-7802,0,2025-01-21 08:00:00,0,1,0001234572,ESF 5,2026-06-08,0001234572,ESF 5,2,2026-08-01
700157,SICRANO DELGADO DOS QUEIROZ,1984-03-03,MASCULINO,856569344342006,07744030045,(18) 91261-6510,0,2025-07-12 16:10:00,1,1,0001234570,ESF 4,2026-05-21,0001234570,ESF 4,2,2026-08-01
700158,SICRANO ALBUQUERQUE TAVARES,1959-11-21,MASCULINO,884855466922730,24009887657,(17) 99105-7462,0,2025-02-23 16:50:00,0,1,0001234567,ESF  1 ,2026-05-30,0001234567,ESF  1 ,1,2026-08-01
700159,CICRANO DANTAS GUIMARAES,1975-06-29,MASCULINO,860775748369210,93807832999,(11) 99479-8147,0,2026-01-26 11:30:00,0,1,0001234569,ESF 3,2026-05-31,0001234569,ESF 3,9,2026-08-01
700160,BELTRANA CORDEIRO,1988-07-05,FEMININO,757437041505740,23276617731,(17) 99328-3589,0,2025-11-25 09:15:00,1,1,0001234567,ESF  1 ,2026-07-15,0001234567,ESF  1 ,2,2026-08-01
700161,FULANA DA REZENDE,1987-03-24,FEMININO,798110677182144,93514314285,(19) 99454-2085,0,2025-10-16 11:40:00,0,1,0001234571,ESF 5,2023-11-17,0001234571,ESF 5,0,2026-08-01
700162,SICRANA ALBUQUERQUE TEIXEIRA,1955-03-04,FEMININO,809595153727254,48770577731,(16) 98429-6079,0,2026-07-04 12:15:00,0,1,0001234573,ESF 7,2026-04-19,0001234573,ESF 7,1,2026-08-01
700163,FULANO DANTAS UCHOA,1973-07-11,MASCULINO,855441398841268,49005755262,(16) 98390-8682,0,2025-06-20 08:10:00,0,1,0001234569,ESF 3,2026-02-09,0001234569,ESF 3,4,2026-08-01
700164,BELTRANA SALGADO BANDEIRA,1988-07-21,FEMININO,834570487216085,07598795402,(15) 95638-9188,0,2026-03-05 11:50:00,0,1,0001234571,ESF 5,2026-01-08,0001234571,ESF 5,3,2026-08-01
700165,BELTRANO PEIXOTO HUNGRIA,1976-09-27,MASCULINO,831662516541692,22604878314,(13) 96730-7596,0,2025-06-14 09:10:00,0,1,0001234572,ESF 5,2026-06-12,0001234572,ESF 5,2,2026-08-01
700166,SICRANO CARVALHO DE TAVARES,1941-03-03,MASCULINO,897775899502134,37230220492,(15) 98742-8906,0,2026-06-08 08:30:00,1,1,0001234570,ESF 4,2024-05-12,0001234570,ESF 4,0,2026-08-01
700167,BELTRANA DE UCHOA,1950-01-07,FEMININO,883394962358171,50752476107,(13) 96297-9557,0,2025-11-14 09:20:00,1,1,0001234569,ESF 3,2024-01-05,0001234569,ESF 3,0,2026-08-01
700168,SICRANO LOUREIRO VALADARES,1987-03-26,MASCULINO,741637269386203,68198107259,(12) 96023-7511,0,2025-10-13 16:40:00,1,1,0001234570,ESF 4,2026-07-24,0001234570,ESF 4,6,2026-08-01
700169,CICRANO DE VASCONCELOS,1972-08-17,MASCULINO,828260879431036,55366956812,(12) 99992-7859,0,2024-10-11 09:30:00,0,1,0001234570,ESF 4,2026-06-02,0001234570,ESF 4,3,2026-08-01
700170,FULANA NOVAES ESTEVES,1944-06-15,FEMININO,775458112579221,23778340949,(19) 94713-3679,0,2025-12-18 10:50:00,0,1,0001234570,ESF 4,2026-05-02,0001234570,ESF 4,2,2026-08-01
700171,BELTRANA TEIXEIRA JARDIM,1978-07-23,FEMININO,710737675254284,60927000505,(19) 94452-2056,0,2026-03-27 10:50:00,1,1,0001234573,ESF 7,2026-07-07,0001234573,ESF 7,6,2026-08-01
700172,FULANA DE XAVIER,1959-07-11,FEMININO,795949529172326,04918385495,(15) 93248-9012,0,2025-09-14 14:40:00,0,1,0001234573,ESF 7,2026-05-28,0001234573,ESF 7,5,2026-08-01
700173,SICRANA DE VALADARES,1947-06-04,FEMININO,800417347437024,86591833987,(17) 98688-6973,0,2026-06-28 16:50:00,1,1,0001234570,ESF 4,2026-04-29,0001234570,ESF 4,2,2026-08-01
700174,FULANA PORTELA DA TEIXEIRA,1971-11-30,FEMININO,773705235288144,88761154475,(11) 93103-6567,0,2025-08-28 09:30:00,0,1,0001234573,ESF 7,2026-02-24,0001234573,ESF 7,5,2026-08-01
700175,BELTRANA DOS VALADARES,1940-01-14,FEMININO,800613470842452,99525513204,(13) 98717-9735,0,2026-07-06 11:10:00,1,1,0001234570,ESF 4,2026-05-23,0001234570,ESF 4,2,2026-08-01
700176,SICRANO MARINHO,1959-03-11,MASCULINO,891588804274455,44431798448,(19) 92900-1046,0,2025-12-15 14:45:00,0,1,0001234571,ESF 5,2026-02-27,0001234571,ESF 5,8,2026-08-01
700177,BELTRANO XAVIER,1969-02-03,MASCULINO,806598388128787,18143063071,(16) 97349-7459,0,2025-05-25 08:10:00,1,1,0001234570,ESF 4,2026-02-07,0001234570,ESF 4,2,2026-08-01
700178,FULANA REZENDE DE REZENDE,1948-06-14,FEMININO,773775799533067,05110828432,(17) 98097-2455,0,2024-11-12 10:00:00,1,1,0001234568,ESF 2,2026-02-20,0001234568,ESF 2,6,2026-08-01
700179,BELTRANA DELGADO LOUREIRO,1965-06-16,FEMININO,875127621345371,60452301832,(17) 94728-8758,0,2026-03-29 12:45:00,0,1,0001234573,ESF 7,2025-12-14,0001234573,ESF 7,1,2026-08-01
700180,BELTRANO DA MESQUITA,1979-07-10,MASCULINO,815313997453657,07825664214,(17) 95763-6456,0,2026-01-19 15:00:00,0,1,0001234567,ESF  1 ,2026-04-24,0001234567,ESF  1 ,7,2026-08-01
700181,BELTRANO PEIXOTO SAMPAIO,1966-09-13,MASCULINO,857611661294685,26828903189,(11) 91921-5093,0,2025-06-21 12:40:00,0,1,0001234573,ESF 7,2025-07-11,0001234573,ESF 7,0,2026-08-01
700182,FULANA SALGADO,1955-11-03,FEMININO,850479110262603,06668898808,(19) 95177-9321,0,2026-06-21 14:40:00,1,1,0001234567,ESF  1 ,2026-05-28,0001234567,ESF  1 ,2,2026-08-01
700183,BELTRANO VASCONCELOS DE XAVIER,1967-01-19,MASCULINO,704939852590439,91602396389,(16) 94247-5946,0,2025-04-09 15:20:00,0,1,0001234571,ESF 5,2025-04-13,0001234571,ESF 5,0,2026-08-01
700184,BELTRANA DOS PORTELA,1951-01-11,FEMININO,899407583480905,03592319770,(16) 96643-1807,0,2025-08-31 10:20:00,0,1,0001234567,ESF  1 ,2020-09-02,0001234567,ESF  1 ,0,2026-08-01
700185,BELTRANO JARDIM DOS QUINTELA,1983-02-23,MASCULINO,874691118812459,20999463102,(13) 94107-5666,0,2025-12-02 09:00:00,0,1,0001234573,ESF 7,2026-03-25,0001234573,ESF 7,1,2026-08-01
700186,CICRANA DE CARVALHO,1942-02-03,FEMININO,752146624828350,68707800488,(18) 99409-3082,0,2025-01-03 10:45:00,0,1,0001234569,ESF 3,2026-02-15,0001234569,ESF 3,2,2026-08-01
700187,FULANO VALADARES XAVIER,1983-08-03,MASCULINO,745571979071578,04450048866,(11) 96658-7087,0,2024-12-05 08:15:00,0,1,0001234573,ESF 7,2026-01-07,0001234573,ESF 7,2,2026-08-01
700188,SICRANA REZENDE,1946-04-04,FEMININO,765759459638411,38810285795,(14) 99500-3857,0,2026-01-20 13:15:00,0,1,0001234570,ESF 4,2026-04-10,0001234570,ESF 4,6,2026-08-01
700189,FULANA LACERDA NOVAES,1940-11-06,FEMININO,725455638600488,64510572663,(14) 94743-8556,0,2024-09-13 10:10:00,0,1,0001234569,ESF 3,2025-10-16,0001234569,ESF 3,1,2026-08-01
700190,CICRANO QUINTELA DA SAMPAIO,1953-10-01,MASCULINO,766774354311589,34292201227,(14) 93366-2918,0,2026-01-28 09:50:00,0,1,0001234573,ESF 7,2024-11-06,0001234573,ESF 7,0,2026-08-01
700191,FULANO SAMPAIO DE ORNELAS,1972-07-08,MASCULINO,861756332892026,33148480130,(13) 96419-5403,0,2025-10-24 13:20:00,0,1,0001234571,ESF 5,2025-10-09,0001234571,ESF 5,2,2026-08-01
700192,CICRANO REZENDE DA CORDEIRO,1988-03-22,MASCULINO,745023558535533,05683474206,(14) 96471-9612,0,2026-05-02 15:20:00,0,1,0001234569,ESF 3,2026-07-28,0001234569,ESF 3,6,2026-08-01
700193,BELTRANA TEIXEIRA QUEIROZ,1954-07-04,FEMININO,705444516370086,56948302298,(16) 94409-4909,0,2025-09-22 11:20:00,1,1,0001234567,ESF  1 ,2026-07-05,0001234567,ESF  1 ,2,2026-08-01
700194,FULANA DE FURTADO,1978-11-29,FEMININO,737383426273677,52863075587,(16) 93956-1169,0,2026-02-19 11:40:00,1,1,0001234572,ESF 5,2025-12-29,0001234572,ESF 5,1,2026-08-01
700195,FULANA CORDEIRO,1959-09-18,FEMININO,811415005999264,63389391780,(11) 95798-3047,0,2025-07-22 12:20:00,0,1,0001234567,ESF  1 ,2026-07-04,0001234567,ESF  1 ,7,2026-08-01
700196,CICRANA DOS ALBUQUERQUE,1959-05-05,FEMININO,748799152530034,99608665729,(19) 96574-1918,0,2026-07-03 12:45:00,0,1,0001234572,ESF 5,2025-02-25,0001234572,ESF 5,0,2026-08-01
700197,SICRANA ESCOBAR FONTOURA,1981-04-18,FEMININO,792528582011470,50252296771,(19) 93362-5310,0,2026-01-09 16:15:00,0,1,0001234570,ESF 4,2026-06-22,0001234570,ESF 4,5,2026-08-01
700198,SICRANO MARINHO HUNGRIA,1984-03-24,MASCULINO,788148282399046,12552613901,(12) 97671-4418,0,2025-11-22 13:40:00,1,1,0001234569,ESF 3,2026-03-18,0001234569,ESF 3,1,2026-08-01
700199,SICRANA DA GALVAO,1970-09-18,FEMININO,859564153363497,28543329621,(11) 93460-3084,0,2025-01-07 15:45:00,0,1,0001234567,ESF  1 ,2024-11-24,0001234567,ESF  1 ,0,2026-08-01
700200,BELTRANA DELGADO,1949-04-15,FEMININO,755109200861741,43148527551,(18) 91261-3900,0,2026-04-14 16:45:00,0,1,0001234570,ESF 4,2026-07-19,0001234570,ESF 4,1,2026-08-01
700201,CICRANO UCHOA CORDEIRO,1959-04-25,MASCULINO,860450218793481,75573932528,(14) 97988-5747,0,2025-09-17 12:00:00,0,1,0001234569,ESF 3,2026-06-24,0001234569,ESF 3,2,2026-08-01
700202,CICRANA DOS ESTEVES,1937-02-08,FEMININO,877484908218068,38574703720,(13) 97080-1649,0,2024-12-05 16:15:00,1,1,0001234572,ESF 5,2022-12-30,0001234572,ESF 5,0,2026-08-01
700203,BELTRANO DE HUNGRIA,1956-10-01,MASCULINO,844273880796095,11908479061,(18) 98317-5283,0,2026-07-14 11:45:00,0,1,0001234573,ESF 7,2026-03-29,0001234573,ESF 7,2,2026-08-01
700204,BELTRANA CARVALHO SAMPAIO,1950-01-22,FEMININO,880871480189655,92390075984,(11) 93672-5254,0,2025-10-01 08:10:00,1,1,0001234568,ESF 2,2026-04-20,0001234568,ESF 2,4,2026-08-01
700205,FULANO DE NOGUEIRA,1977-11-25,MASCULINO,835402246673789,29704469528,(17) 99844-5176,0,2025-01-30 15:30:00,0,1,0001234569,ESF 3,2023-12-13,0001234569,ESF 3,0,2026-08-01
700206,SICRANA PORTELA GUIMARAES,1956-05-28,FEMININO,706568964513134,48048577535,(12) 93587-4367,0,2024-10-29 09:15:00,0,1,0001234571,ESF 5,2026-02-09,0001234571,ESF 5,2,2026-08-01
700207,FULANO ESCOBAR,1972-05-25,MASCULINO,866510033583226,22490312821,(12) 93047-6213,0,2025-04-18 13:50:00,0,1,0001234569,ESF 3,2023-12-06,0001234569,ESF 3,0,2026-08-01
700208,CICRANA MESQUITA,1952-08-18,FEMININO,799980351045920,60933731346,(12) 94693-8832,0,2025-03-08 11:50:00,0,1,0001234573,ESF 7,2026-05-30,0001234573,ESF 7,2,2026-08-01
700209,BELTRANA SAMPAIO DOS TAVARES,1967-04-05,FEMININO,728074874708935,13186462518,(14) 94521-1607,0,2024-12-04 11:45:00,0,1,0001234571,ESF 5,2024-09-02,0001234571,ESF 5,0,2026-08-01
700210,CICRANA NOGUEIRA,1952-07-17,FEMININO,843926516396455,86192496499,(15) 92551-7760,0,2025-01-15 08:40:00,0,1,0001234573,ESF 7,2026-02-10,0001234573,ESF 7,3,2026-08-01
700211,SICRANA XAVIER DA TAVARES,1943-12-20,FEMININO,795243317728413,82110426579,(12) 94424-7538,0,2025-05-18 13:20:00,0,1,0001234567,ESF  1 ,2026-06-17,0001234567,ESF  1 ,3,2026-08-01
700212,CICRANO SAMPAIO PEIXOTO,1979-07-27,MASCULINO,782736013974159,32438049902,(19) 92107-6875,0,2025-09-17 10:20:00,1,1,0001234573,ESF 7,2023-10-14,0001234573,ESF 7,0,2026-08-01
700213,FULANO ALBUQUERQUE,1950-09-05,MASCULINO,834612701765840,87981569851,(18) 97398-8520,0,2025-06-08 14:00:00,0,1,0001234567,ESF  1 ,2026-04-01,0001234567,ESF  1 ,6,2026-08-01
700214,CICRANO DANTAS DA ESTEVES,1984-03-17,MASCULINO,727827730125061,04102821547,(19) 98382-5248,0,2025-12-30 09:10:00,0,1,0001234568,ESF 2,2022-11-30,0001234568,ESF 2,0,2026-08-01
700215,CICRANO DE QUEIROZ,1973-12-10,MASCULINO,898167008549097,51354471564,(11) 95589-1093,0,2026-05-11 08:00:00,0,1,0001234570,ESF 4,2026-03-23,0001234570,ESF 4,2,2026-08-01
700216,CICRANO DANTAS ORNELAS,1951-05-19,MASCULINO,706927732892214,06482158227,(19) 93963-4414,0,2025-10-27 14:30:00,1,1,0001234573,ESF 7,2026-05-22,0001234573,ESF 7,2,2026-08-01
700217,FULANA ORNELAS LOUREIRO,1955-05-25,FEMININO,764170849177595,80803086327,(18) 93894-9538,0,2025-12-30 13:50:00,1,1,0001234568,ESF 2,2026-06-13,0001234568,ESF 2,7,2026-08-01
700218,FULANO ZAMBONI DA MARINHO,1984-08-20,MASCULINO,814836236089122,98474866970,(14) 97332-3130,0,2026-05-26 10:30:00,0,1,0001234570,ESF 4,2026-03-30,0001234570,ESF 4,2,2026-08-01
700219,SICRANA HUNGRIA DE TEIXEIRA,1983-08-30,FEMININO,710040330695955,02597811698,(18) 92197-7704,0,2024-11-01 12:45:00,0,1,0001234567,ESF  1 ,2026-03-27,0001234567,ESF  1 ,2,2026-08-01
700220,CICRANO TEIXEIRA,1942-03-30,MASCULINO,841946210051183,17117229447,(19) 92343-5144,0,2025-07-15 16:45:00,1,1,0001234572,ESF 5,2026-03-01,0001234572,ESF 5,2,2026-08-01
700221,SICRANO JARDIM BITTENCOURT,1960-03-20,MASCULINO,750758060892822,74281824503,(18) 95114-9204,0,2025-10-03 12:00:00,0,1,0001234571,ESF 5,2026-05-15,0001234571,ESF 5,4,2026-08-01
700222,FULANA LOUREIRO DA BANDEIRA,1974-03-28,FEMININO,864616749121807,69348290429,(16) 96249-6465,0,2024-11-17 14:50:00,1,1,0001234570,ESF 4,2026-07-20,0001234570,ESF 4,2,2026-08-01
700223,FULANA DOS DANTAS,1967-05-04,FEMININO,886028746262531,75493675821,(11) 94195-6487,0,2026-01-17 08:15:00,1,1,0001234569,ESF 3,2026-07-28,0001234569,ESF 3,4,2026-08-01
700224,BELTRANA LACERDA,1940-10-29,FEMININO,716029098774701,26736781311,(12) 96898-7645,0,2025-03-11 16:00:00,0,1,0001234572,ESF 5,2026-07-01,0001234572,ESF 5,2,2026-08-01
700225,FULANO UCHOA DA BITTENCOURT,1979-07-21,MASCULINO,736306890486096,49591114703,(17) 98413-3348,0,2025-12-16 08:45:00,0,1,0001234567,ESF  1 ,2026-02-10,0001234567,ESF  1 ,2,2026-08-01
700226,BELTRANO NOGUEIRA TEIXEIRA,1955-12-22,MASCULINO,779039021642000,94899828901,(18) 95145-2595,0,2026-01-05 16:00:00,0,1,0001234572,ESF 5,2026-06-24,0001234572,ESF 5,3,2026-08-01
700227,BELTRANA DA UCHOA,1940-08-26,FEMININO,715422357095572,40687696055,(11) 92934-1028,0,2025-05-14 14:20:00,0,1,0001234571,ESF 5,2026-07-22,0001234571,ESF 5,2,2026-08-01
700228,FULANA QUEIROZ PEIXOTO,1954-07-19,FEMININO,895045113090523,05753894861,(14) 93508-3828,0,2025-11-07 10:30:00,1,1,0001234573,ESF 7,2026-06-17,0001234573,ESF 7,3,2026-08-01
700229,SICRANA UCHOA DE VALADARES,1982-10-13,FEMININO,804205002657681,56047888993,(11) 95086-3655,0,2026-03-08 16:15:00,0,1,0001234567,ESF  1 ,2025-08-23,0001234567,ESF  1 ,5,2026-08-01
700230,FULANA DE CARVALHO,1971-05-23,FEMININO,785460844067331,97768505370,(18) 99828-4220,0,2025-07-29 14:10:00,0,1,0001234567,ESF  1 ,2026-05-08,0001234567,ESF  1 ,1,2026-08-01
700231,FULANA DANTAS DA FONTOURA,1986-09-11,FEMININO,798991368789003,30744647712,(15) 97245-4363,0,2026-05-05 09:20:00,0,1,0001234573,ESF 7,2026-07-26,0001234573,ESF 7,2,2026-08-01
700232,BELTRANO ORNELAS DE ORNELAS,1956-06-09,MASCULINO,746429155419053,28150630008,(12) 96030-1489,0,2026-05-05 10:30:00,1,1,0001234569,ESF 3,2026-02-12,0001234569,ESF 3,4,2026-08-01
700233,SICRANO DANTAS ORNELAS,1981-11-14,MASCULINO,740114793135306,43188356693,(11) 94265-4024,0,2025-08-22 15:30:00,0,1,0001234567,ESF  1 ,2026-06-01,0001234567,ESF  1 ,4,2026-08-01
700234,CICRANA DA MARINHO,1980-08-05,FEMININO,867231437506166,78580874956,(11) 94918-8753,0,2026-07-27 08:15:00,0,1,0001234569,ESF 3,2024-05-28,0001234569,ESF 3,0,2026-08-01
700235,BELTRANO NOGUEIRA,1981-07-27,MASCULINO,869829283332856,29724042384,(12) 96649-1164,0,2025-04-04 10:50:00,0,1,0001234568,ESF 2,2026-07-31,0001234568,ESF 2,2,2026-08-01
700236,FULANA TAVARES DA PORTELA,1970-04-10,FEMININO,737105217557511,05891131197,(14) 96283-9641,0,2024-12-06 10:00:00,0,1,0001234573,ESF 7,2026-05-23,0001234573,ESF 7,2,2026-08-01
700237,BELTRANA DANTAS,1972-08-26,FEMININO,700265982523420,35904200065,(15) 95844-8624,0,2026-05-14 13:10:00,0,1,0001234573,ESF 7,2026-07-19,0001234573,ESF 7,4,2026-08-01
700238,,1937-05-18,FEMININO,770946580662010,41467928438,(19) 95752-5753,0,2025-07-16 10:30:00,0,1,0001234573,ESF 7,2026-07-31,0001234573,ESF 7,2,2026-08-01
700239,FULANO MARINHO DE SAMPAIO,1976-03-18,MASCULINO,755684981541901,99306405503,(15) 94270-4669,0,2025-12-22 13:20:00,0,1,0001234569,ESF 3,2026-05-26,0001234569,ESF 3,1,2026-08-01
700240,BELTRANA DE GUIMARAES,1974-08-12,FEMININO,717496503985240,61988934720,(14) 91662-9481,0,2025-03-21 08:15:00,0,1,0001234573,ESF 7,2026-05-27,0001234573,ESF 7,3,2026-08-01
700241,CICRANO DOS QUEIROZ,1974-03-31,MASCULINO,829549088857519,95217583411,(15) 93390-6994,0,2025-06-28 16:15:00,0,1,0001234567,ESF  1 ,2026-07-10,0001234567,ESF  1 ,3,2026-08-01
700242,CICRANO DELGADO MARINHO,1945-07-10,MASCULINO,764502733208687,60170885055,(17) 95249-9212,0,2024-10-20 10:10:00,0,1,0001234569,ESF 3,2025-04-03,0001234569,ESF 3,0,2026-08-01
700243,BELTRANO JARDIM ORNELAS,1971-04-07,MASCULINO,855628948974102,67308036651,(18) 92992-6748,0,2025-01-15 16:00:00,0,1,0001234568,ESF 2,2025-07-15,0001234568,ESF 2,0,2026-08-01
700244,CICRANA LOUREIRO VALADARES,1965-06-24,FEMININO,783100686686646,61304974317,(12) 99425-2873,0,2024-12-30 08:20:00,0,1,0001234570,ESF 4,2026-02-18,0001234570,ESF 4,1,2026-08-01
700245,,1979-08-29,FEMININO,724309944130401,84945050768,(15) 92540-1539,0,2025-09-15 08:10:00,0,1,0001234569,ESF 3,2026-03-05,0001234569,ESF 3,3,2026-08-01
